1 1 1.543904916331927e-15
1 2 9.656544611809064e-16
1 3 2.119062567237369e-14
1 4 3.07507778983024e-13
1 5 8.922687760911998e-12
1 6 4.672127656326031e-11
1 7 1.019001752694986e-10
1 8 1.056151544783641e-10
1 9 5.310968199638697e-11
1 10 1.094469106796953e-11
1 11 5.019175527581408e-13
1 12 4.237120025885291e-14
1 13 6.232537668862009e-16
1 14 4.500099609013917e-16
1 15 4.500099739336934e-16
1 16 6.232536760549815e-16
1 17 4.237119945512853e-14
1 18 5.019175525555282e-13
1 19 1.094469106119672e-11
1 20 5.310968201497321e-11
1 21 1.0561515445519e-10
1 22 1.019001752795681e-10
1 23 4.672127656637023e-11
1 24 8.922687753690527e-12
1 25 3.075077794572647e-13
1 26 2.119062582898842e-14
1 27 9.656544132676818e-16
1 28 1.543904890395218e-15
2 1 1.84646802070028e-15
2 2 1.107932043840064e-15
2 3 1.270598581815308e-13
2 4 1.428652411977881e-12
2 5 4.181100854956212e-11
2 6 2.0240478912148e-10
2 7 4.056475844640241e-10
2 8 4.210183663828889e-10
2 9 2.25769994546381e-10
2 10 5.124898731795946e-11
2 11 2.259783821169432e-12
2 12 1.736171665662262e-13
2 13 1.526411853991991e-16
2 14 9.048547936806104e-16
2 15 9.048547915927753e-16
2 16 1.526411925332855e-16
2 17 1.736171668322221e-13
2 18 2.259783822469786e-12
2 19 5.124898730895015e-11
2 20 2.257699945685893e-10
2 21 4.210183663728149e-10
2 22 4.056475844800067e-10
2 23 2.024047891176094e-10
2 24 4.181100855213209e-11
2 25 1.42865241204913e-12
2 26 1.270598579237005e-13
2 27 1.107932033459518e-15
2 28 1.846467951963616e-15
3 1 2.962149693353084e-15
3 2 1.207314174430741e-14
3 3 3.538109471405705e-13
3 4 3.119356129693851e-12
3 5 1.609595764185769e-10
3 6 8.409303174950122e-10
3 7 1.702244791148516e-09
3 8 1.766803851506143e-09
3 9 9.397585549526358e-10
3 10 1.986743107771618e-10
3 11 5.750868787080683e-12
3 12 5.572438534273221e-13
3 13 8.440569965307103e-15
3 14 1.666578259722753e-15
3 15 1.666578266107573e-15
3 16 8.440569982457027e-15
3 17 5.57243853306267e-13
3 18 5.750868787214105e-12
3 19 1.986743107772035e-10
3 20 9.397585549452396e-10
3 21 1.766803851496081e-09
3 22 1.702244791172073e-09
3 23 8.40930317470201e-10
3 24 1.609595764147088e-10
3 25 3.119356130558231e-12
3 26 3.538109472002678e-13
3 27 1.207314175946457e-14
3 28 2.962149591485115e-15
4 1 3.363035262771165e-15
4 2 9.770429585928793e-14
4 3 6.53035825793098e-13
4 4 3.846562280981358e-12
4 5 5.777340546359487e-10
4 6 3.470806859429201e-09
4 7 7.250096243351598e-09
4 8 7.535742436762976e-09
4 9 3.896121907239298e-09
4 10 7.266719591227421e-10
4 11 7.133044133383396e-12
4 12 1.311290710888502e-12
4 13 9.606109589522925e-14
4 14 9.781393113085379e-16
4 15 9.781393244044265e-16
4 16 9.60610958790556e-14
4 17 1.311290710528095e-12
4 18 7.133044133920515e-12
4 19 7.266719591241731e-10
4 20 3.896121907230567e-09
4 21 7.535742436724964e-09
4 22 7.250096243334553e-09
4 23 3.470806859442596e-09
4 24 5.777340546361386e-10
4 25 3.846562281285481e-12
4 26 6.530358251970163e-13
4 27 9.770429579713816e-14
4 28 3.363035064903361e-15
5 1 2.38430558325605e-14
5 2 4.89295877721553e-13
5 3 3.719205591923217e-13
5 4 4.082844950639663e-11
5 5 1.969755748997388e-09
5 6 1.433121640919052e-08
5 7 3.114579056327789e-08
5 8 3.242485602726199e-08
5 9 1.618166966724246e-08
5 10 2.546827918531307e-09
5 11 3.390659936303441e-11
5 12 1.622491900829484e-12
5 13 5.819270816931851e-13
5 14 6.806374249876528e-15
5 15 6.806374289527077e-15
5 16 5.819270815884652e-13
5 17 1.622491900426541e-12
5 18 3.390659936450691e-11
5 19 2.546827918512917e-09
5 20 1.618166966730625e-08
5 21 3.242485602741745e-08
5 22 3.114579056328313e-08
5 23 1.433121640925988e-08
5 24 1.969755748988308e-09
5 25 4.082844950744963e-11
5 26 3.719205593924594e-13
5 27 4.892958773824363e-13
5 28 2.384305552910459e-14
6 1 2.362069697683386e-13
6 2 1.581935683844428e-12
6 3 1.851904642679582e-12
6 4 2.264094428292764e-10
6 5 6.283895183195544e-09
6 6 5.92416119449571e-08
6 7 1.349968489314416e-07
6 8 1.407450857808632e-07
6 9 6.73539085877367e-08
6 10 8.473826250373694e-09
6 11 2.647553110510224e-10
6 12 2.492161020250295e-12
6 13 2.451040251588852e-12
6 14 1.694315263792367e-13
6 15 1.694315264949131e-13
6 16 2.451040251507607e-12
6 17 2.492161019697858e-12
6 18 2.647553110519606e-10
6 19 8.473826250361538e-09
6 20 6.735390858753683e-08
6 21 1.407450857808288e-07
6 22 1.349968489314529e-07
6 23 5.924161194493771e-08
6 24 6.283895183186063e-09
6 25 2.264094428358124e-10
6 26 1.851904642282616e-12
6 27 1.581935684032373e-12
6 28 2.362069689055101e-13
7 1 8.288640806499878e-13
7 2 1.431662832918408e-12
7 3 2.588123003123467e-11
7 4 8.252506474270905e-10
7 5 1.768714746488832e-08
7 6 2.458916579455216e-07
7 7 5.909302570121045e-07
7 8 6.170458816276244e-07
7 9 2.818991048397956e-07
7 10 2.55952904460168e-08
7 11 1.191856097485448e-09
7 12 1.029309310612565e-11
7 13 3.595194549564608e-12
7 14 9.089273459463262e-13
7 15 9.089273459609171e-13
7 16 3.595194549747417e-12
7 17 1.029309310559652e-11
7 18 1.191856097486752e-09
7 19 2.55952904460526e-08
7 20 2.81899104840066e-07
7 21 6.170458816275716e-07
7 22 5.90930257012052e-07
7 23 2.458916579452068e-07
7 24 1.768714746492002e-08
7 25 8.252506474198621e-10
7 26 2.588123003206459e-11
7 27 1.431662833081724e-12
7 28 8.28864079979022e-13
8 1 1.640365182252534e-12
8 2 3.037791404775662e-12
8 3 3.027990769325603e-10
8 4 1.37922198183673e-09
8 5 3.846648907328819e-08
8 6 1.016126093535427e-06
8 7 2.628557692176773e-06
8 8 2.745100388444397e-06
8 9 1.177777909818514e-06
8 10 6.514494382324834e-08
8 11 3.024240812437962e-09
8 12 2.713920328671408e-10
8 13 2.195766773932315e-12
8 14 7.288956697954486e-12
8 15 7.288956698016282e-12
8 16 2.195766773128791e-12
8 17 2.713920328691883e-10
8 18 3.024240812434012e-09
8 19 6.514494382326116e-08
8 20 1.177777909818637e-06
8 21 2.745100388443728e-06
8 22 2.628557692177495e-06
8 23 1.016126093535333e-06
8 24 3.846648907325278e-08
8 25 1.379221981829555e-09
8 26 3.027990769361586e-10
8 27 3.037791403530615e-12
8 28 1.640365188052687e-12
9 1 2.079412360644224e-11
9 2 2.640776265213977e-10
9 3 2.257491226536937e-09
9 4 2.415965513697323e-09
9 5 2.29947647514098e-08
9 6 4.248172363174491e-06
9 7 1.186730016921581e-05
9 8 1.240615063252314e-05
9 9 4.99988696309023e-06
9 10 8.649783658757058e-08
9 11 5.451042499221481e-09
9 12 2.950642366169814e-09
9 13 2.35590063159849e-10
9 14 1.226233806531805e-11
9 15 1.226233806528827e-11
9 16 2.35590063161055e-10
9 17 2.950642366169184e-09
9 18 5.451042499219317e-09
9 19 8.649783658763461e-08
9 20 4.999886963089731e-06
9 21 1.240615063252365e-05
9 22 1.186730016921458e-05
9 23 4.24817236317478e-06
9 24 2.299476475148381e-08
9 25 2.415965513691092e-09
9 26 2.257491226538077e-09
9 27 2.640776265211847e-10
9 28 2.079412362286426e-11
10 1 5.319168248393351e-11
10 2 6.717702628738157e-10
10 3 1.800870645514338e-09
10 4 2.23172708880634e-08
10 5 4.429569887527154e-07
10 6 1.681278804407104e-05
10 7 5.606362441672154e-05
10 8 5.818153140791269e-05
10 9 2.03507542361634e-05
10 10 3.529280276725451e-07
10 11 3.642873017249718e-08
10 12 2.830097025218085e-09
10 13 8.52071742032548e-10
10 14 6.294448741105707e-10
10 15 6.294448740995759e-10
10 16 8.52071742025731e-10
10 17 2.830097025204552e-09
10 18 3.64287301725265e-08
10 19 3.529280276726972e-07
10 20 2.035075423616068e-05
10 21 5.818153140791454e-05
10 22 5.606362441671922e-05
10 23 1.681278804407326e-05
10 24 4.429569887525988e-07
10 25 2.231727088809073e-08
10 26 1.800870645485185e-09
10 27 6.717702628844568e-10
10 28 5.319168247001508e-11
11 1 3.14639910870051e-09
11 2 9.641093421281994e-09
11 3 6.081751263517353e-09
11 4 1.158197192430688e-07
11 5 1.272022594234471e-06
11 6 7.059814102670156e-05
11 7 0.0002681186594958994
11 8 0.0002786168718813927
11 9 8.924289749832842e-05
11 10 2.23717360695691e-06
11 11 5.69381880904429e-08
11 12 2.428751792439143e-08
11 13 2.134717497823825e-08
11 14 9.629112027445044e-09
11 15 9.629112027524563e-09
11 16 2.134717497819582e-08
11 17 2.428751792438628e-08
11 18 5.693818809033354e-08
